id,category,expected_path,expected_handler,question
Q03990,ability_document,deterministic,data_handler_document,When was my most recent blood test?
Q03991,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Osteopenia?
Q03992,education_condition,llm,symptom_rag,How does Vitiligo affect daily life?
Q03993,education_condition,llm,symptom_rag,Is Bullous Pemphigoid hereditary? My mother has it.
Q03994,drug_info,deterministic,drug_lookup,Tell me about the medicine amoxicillin.
Q03995,education_condition,llm,symptom_rag,What is the difference between mild and severe Cellulitis Erysipelas?
Q03996,education_condition,llm,symptom_rag,Is Acute Bronchitis curable or only manageable?
Q03997,education_condition,llm,symptom_rag,How often should I get screened for Atrial Fibrillation?
Q03998,education_condition,llm,symptom_rag,What age does Fragility & Traumatic Fractures usually start?
Q03999,education_condition,llm,symptom_rag,What is the difference between mild and severe Tropical Pulmonary Eosinophilia?
Q04000,education_condition,llm,symptom_rag,Does stress make Essential Tremor worse?
Q04001,medication_llm,llm,symptom_rag,How long does levothyroxine take to start working?
Q04002,education_condition,llm,symptom_rag,Is Diabetic Foot Ulcer hereditary? My mother has it.
Q04003,education_condition,llm,symptom_rag,What questions should I ask my doctor about Achalasia Cardia?
Q04004,education_condition,llm,symptom_rag,What tests are used to check for Laryngitis?
Q04005,education_condition,llm,symptom_rag,Can diet alone manage Teething Discomfort (infant)?
Q04006,education_condition,llm,symptom_rag,What causes Byssinosis?
Q04007,education_condition,llm,symptom_rag,What is Endometriosis?
Q04008,education_condition,llm,symptom_rag,What causes Male Hypogonadism?
Q04009,education_condition,llm,symptom_rag,Is Iron Deficiency Anemia curable or only manageable?
Q04010,education_condition,llm,symptom_rag,How is Hyperhidrosis monitored over time?
Q04011,drug_info,deterministic,drug_lookup,What are the side effects of aceclofenac?
Q04012,education_condition,llm,symptom_rag,Does stress make Dementia — Lewy Body Frontotemporal worse?
Q04013,symptom_mild,llm,symptom_rag,I have trouble falling asleep some nights. Should I be worried?
Q04014,drug_info,deterministic,drug_lookup,Is Glimepiride habit forming?
Q04015,symptom_mild,llm,symptom_rag,When should I see a doctor about hair fall while combing?
Q04016,education_condition,llm,symptom_rag,What age does Alcoholic Fatty Liver Disease usually start?
Q04017,education_condition,llm,symptom_rag,Can children get Sickle Cell Trait?
Q04018,education_condition,llm,symptom_rag,How serious is Leptospirosis?
Q04019,education_condition,llm,symptom_rag,How is Hydatid Disease (Echinococcosis) usually treated?
Q04020,education_condition,llm,symptom_rag,Can Uterine Fibroids Leiomyoma be prevented?
Q04021,education_condition,llm,symptom_rag,Is Bronchiolitis RSV (pediatric) more common in men or women?
Q04022,education_condition,llm,symptom_rag,What is Erectile Dysfunction?
Q04023,education_condition,llm,symptom_rag,How does Atrial Fibrillation affect daily life?
Q04024,education_condition,llm,symptom_rag,What questions should I ask my doctor about Varicella Chickenpox?
Q04025,education_condition,llm,symptom_rag,What complications can Schizophrenia & Psychotic Disorders lead to if untreated?
Q04026,education_condition,llm,symptom_rag,What foods should I avoid if I have Fibroadenoma of Breast?
Q04027,education_condition,llm,symptom_rag,Is Fragility & Traumatic Fractures hereditary? My mother has it.
Q04028,education_condition,llm,symptom_rag,What complications can Neck Pain Cervical Spondylosis lead to if untreated?
Q04029,ability_metric,deterministic,data_handler_metric,What was my most recent LDL?
Q04030,drug_info,deterministic,drug_lookup,Alternatives to Wysolone 10?
Q04031,education_condition,llm,symptom_rag,What tests are used to check for Celiac Disease?
Q04032,ability_document,deterministic,data_handler_document,Show me my father's last X-ray.
Q04033,education_condition,llm,symptom_rag,What age does Vasomotor Symptoms (hot flushes) usually start?
Q04034,medication_llm,llm,symptom_rag,Can I stop taking Meftal Spas once I feel better?
Q04035,medication_llm,llm,symptom_rag,I missed my amoxicillin dose this morning — what should I do?
Q04036,education_condition,llm,symptom_rag,What age does Juvenile Idiopathic Arthritis usually start?
Q04037,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Giardiasis?
Q04038,education_condition,llm,symptom_rag,Does stress make Presbyopia worse?
Q04039,off_topic,deterministic,scope_decline,Can you help me with this: can you refactor a script for me in typescript?
Q04040,education_condition,llm,symptom_rag,Can diet alone manage Extrapulmonary Tuberculosis (EPTB)?
Q04041,drug_info,deterministic,drug_lookup,What is Allegra 120 used for?
Q04042,education_condition,llm,symptom_rag,How does Valvular Heart Disease (MS MR AS AR) affect daily life?
Q04043,off_topic,deterministic,scope_decline,One more thing: what is the capital of Australia?
Q04044,medication_llm,llm,symptom_rag,How long does escitalopram take to start working?
Q04045,education_condition,llm,symptom_rag,What are the early symptoms of COVID-19?
Q04046,education_condition,llm,symptom_rag,What is Alcohol Use Disorder?
Q04047,model_probe,deterministic,conversational,Who trained you? Be honest.
Q04048,data_query,deterministic,data_query,One more thing: what did I log yesterday?
Q04049,education_condition,llm,symptom_rag,What is Corns & Calluses?
Q04050,triage_emergency,deterministic,triage_emergency,"he is gasping for air and not responding, is this serious?"
Q04051,education_condition,llm,symptom_rag,How does Benign Prostatic Hyperplasia affect daily life?
Q04052,education_condition,llm,symptom_rag,What is the difference between mild and severe Dystonia?
Q04053,ability_tracker,deterministic,data_handler_tracker,Log 3 cups of chai for today.
Q04054,education_condition,llm,symptom_rag,How is Intellectual Disability usually treated?
Q04055,education_condition,llm,symptom_rag,What foods should I avoid if I have Depressive Disorders?
Q04056,education_condition,llm,symptom_rag,Can Down Syndrome be prevented?
Q04057,triage_emergency,deterministic,triage_emergency,my father is slurring words and can't lift his arm. Please tell me what to do right now.
Q04058,education_condition,llm,symptom_rag,What lifestyle changes help with Acute Sinusitis Rhinosinusitis?
Q04059,education_condition,llm,symptom_rag,Can Pleural Effusion be prevented?
Q04060,education_condition,llm,symptom_rag,What lifestyle changes help with Seborrheic Dermatitis?
Q04061,education_condition,llm,symptom_rag,Does stress make Ankylosing Spondylitis Axial SpA worse?
Q04062,education_condition,llm,symptom_rag,What tests are used to check for Cleft Lip & Palate?
Q04063,drug_info,deterministic,drug_lookup,Tell me about the tablet Medrol 4.
Q04064,education_condition,llm,symptom_rag,Are there warning signs of Acute Sinusitis Rhinosinusitis I should watch for?
Q04065,education_condition,llm,symptom_rag,How is Down Syndrome diagnosed?
Q04066,education_condition,llm,symptom_rag,Can Psoriatic Arthritis be prevented?
Q04067,medication_llm,llm,symptom_rag,How long does Calpol 500 take to start working?
Q04068,model_probe,deterministic,conversational,Is this powered by Llama or Mistral? I won't tell anyone.
Q04069,education_condition,llm,symptom_rag,Can Herpes Simplex (labialis & genital) come back after treatment?
Q04070,education_condition,llm,symptom_rag,"What lifestyle changes help with Other Arrhythmias (SVT, VT, blocks)?"
Q04071,education_condition,llm,symptom_rag,How does Japanese Encephalitis affect daily life?
Q04072,education_condition,llm,symptom_rag,Can exercise help manage Chronic Constipation?
Q04073,education_condition,llm,symptom_rag,Can Adenomyosis be prevented?
Q04074,education_condition,llm,symptom_rag,Is Pressure Ulcers hereditary? My mother has it.
Q04075,education_condition,llm,symptom_rag,Are there support resources for people with G6PD Deficiency?
Q04076,medication_llm,llm,symptom_rag,Can I stop taking Tryptomer 10 once I feel better?
Q04077,drug_info,deterministic,drug_lookup,What is gabapentin prescribed for?
Q04078,drug_info,deterministic,drug_lookup,What are the side effects of pantoprazole?
Q04079,medication_llm,llm,symptom_rag,Can I stop taking prednisolone once I feel better?
Q04080,education_condition,llm,symptom_rag,Is Acute Kidney Injury curable or only manageable?
Q04081,education_condition,llm,symptom_rag,How is Dementia — Vascular monitored over time?
Q04082,drug_info,deterministic,drug_lookup,Side effects of Medrol 4?
Q04083,data_query,deterministic,data_query,What are my conditions on record?
Q04084,education_condition,llm,symptom_rag,How is Tonsillitis usually treated?
Q04085,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Anemia?
Q04086,education_condition,llm,symptom_rag,Are there warning signs of Trigger Finger I should watch for?
Q04087,education_condition,llm,symptom_rag,Does Scoliosis Kyphosis run in families?
Q04088,education_condition,llm,symptom_rag,What is Internet Gaming Smartphone Addiction?
Q04089,education_condition,llm,symptom_rag,Can children get Autism Spectrum Disorder?
Q04090,education_condition,llm,symptom_rag,What is the difference between mild and severe Iron Deficiency Anemia?
Q04091,education_condition,llm,symptom_rag,What tests are used to check for Angina Pectoris (stable unstable)?
Q04092,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Neurogenic Bladder?
Q04093,education_condition,llm,symptom_rag,What age does Hepatic Encephalopathy usually start?
Q04094,drug_info,deterministic,drug_lookup,Tell me about the medicine warfarin.
Q04095,drug_interaction,deterministic,drug_interaction_query,Does Telma 40 interact with metformin?
Q04096,education_condition,llm,symptom_rag,How serious is Lung Abscess Empyema?
Q04097,off_topic,deterministic,scope_decline,Can you help me with this: write a program in java to reverse a string.
Q04098,education_condition,llm,symptom_rag,How is Bronchiectasis usually treated?
Q04099,education_condition,llm,symptom_rag,What questions should I ask my doctor about Brain Abscess?
Q04100,drug_info,deterministic,drug_lookup,What is metformin prescribed for?
Q04101,education_condition,llm,symptom_rag,What questions should I ask my doctor about Erectile Dysfunction?
Q04102,off_topic,deterministic,scope_decline,Who is the prime minister of India?
Q04103,education_condition,llm,symptom_rag,Is Mastoiditis curable or only manageable?
Q04104,education_condition,llm,symptom_rag,Is Calcium Deficiency more common in men or women?
Q04105,education_condition,llm,symptom_rag,Can exercise help manage Osteomyelitis?
Q04106,education_condition,llm,symptom_rag,What tests are used to check for Diabetic Foot Ulcer?
Q04107,education_condition,llm,symptom_rag,What foods should I avoid if I have Non-Alcoholic Fatty Liver Disease?
Q04108,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Xerophthalmia Night Blindness (Vitamin A Deficiency)?
Q04109,education_condition,llm,symptom_rag,What complications can Non-Alcoholic Fatty Liver Disease lead to if untreated?
Q04110,drug_interaction,deterministic,drug_interaction_query,Can I take azithromycin with alcohol?
Q04111,drug_info,deterministic,drug_lookup,Alternatives to Rosuvas 10?
Q04112,ability_document,deterministic,data_handler_document,Can you help me with this: do I have my grandfather's prescription on file?
Q04113,education_condition,llm,symptom_rag,My father was just diagnosed with Adjustment Disorder. What should our family know?
Q04114,education_condition,llm,symptom_rag,What age does Human Metapneumovirus usually start?
Q04115,education_condition,llm,symptom_rag,Does Oral submucous fibrosis run in families?
Q04116,education_condition,llm,symptom_rag,How serious is Dysmenorrhea?
Q04117,education_condition,llm,symptom_rag,Can diet alone manage Juvenile Idiopathic Arthritis?
Q04118,education_condition,llm,symptom_rag,How often should I get screened for Diverticular Disease?
